DISTRICT,XBLOCK,YBLOCK
1,399760,134918
3,398570,139182
3,397088,139298
7,401367,132523
3,398044,140473
7,401851,131339
1,399491,134192
1,401745,135140
1,399111,136474
5,400544,138310
5,401783,137594
3,396544,138793
7,401550,131514
4,398245,141867
6,404221,135910
4,397647,145562
4,397577,143785
3,397815,139148
4,397163,142085
4,398458,143118
5,402238,141098
5,403023.68,138808.25
2,397115,137977
3,397329,138713
2,397194,137509
4,398099,145185
6,405327,135921
1,399078,136928
5,399823,138752
3,397423,139469
1,399950,136400
2,396171,137945
5,401388,137908
7,402258,132857
2,396661,137747
6,404978,135951
1,398009,137138
7,400354,131430
5,401560,137150
6,401821,133728
3,397430,138552
4,398877,141831
3,397330,138916
6,404820,134719
6,403992,135998
6,404182,135422
7,399228,128424
4,397271,142427
1,400541,137118
1,398640,137185
2,393853,139470
7,399411,129045
2,394088,138708
1,399421,134605
7,400504,129677
6,407667,136120
1,397497,136718
6,403749,135661
6,403519,135791
4,399953,141548
1,398186,137185
3,397655,139469
3,396233,139879
4,397533,141004
2,392884,139893
2,393794,139161
7,400040,129240
1,399078,136928
4,397577,143785
1,400734,136259
5,399081,139388
7,401235,132978
1,397868.29,135116.46
7,400866,132842
7,401105,132322
2,396386,138511
5,399759,138385
4,397765,141576
2,394622,137482
5,401051,137862
1,399823,136856
3,397921,138592
4,397679,145199
3,397430,137621
3,396525,138714
4,396974,143487
6,404793,133208
2,393499,138307
3,398058,139487
3,397423,139598
5,402981,139659
1,400790,136582
7,402106,131537
2,397115,137977
2,395708,136984
3,397700,137709
2,393961,137560
4,398054,144148
6,404459,136336
1,399950,136696
5,401980,139268
2,397115,137836
2,396312,137622
2,394459,141888
2,395857,136612
2,395894,138552
6,401668,133587
3,397424,139320
3,398099,138058
2,394763,141214
6,405351,135621
5,401740,137077
2,396106,137622
1,400332,135836
3,398054,138469
1,398273,136801
4,397924,144887
2,397115,137977
5,401081,137345
3,398218,138732
6,402885,133720
4,397628,140648
3,396919,138634
1,398597,137252
5,401978,140078
3,398099,138206
6,402808,132407
4,396654,140440
4,398724,143069
3,397162,140182
3,397564,138975
1,398098,136401
3,397655,138975
1,400735,136855
6,404459,136336
4,396526,140396
6,405973,134269
3,397229,138854
1,400042,135229
3,397496,139543
4,397935,141011
1,399272,136594
2,393795,143351
2,393795,143351
2,393495,139471
5,400710,140512
1,398469,134448
3,397003,138264
6,402965,132500
2,396559,137255
1,399210.55,134299.54
7,400297,129240
6,404985,133303
4,397904,140846
7,400489,128759
5,399823,138978
2,392984,143575
4,397551,142344
1,399214,136418
5,401332,136951
3,398274,138545
6,406271,135000
5,401615,139853
4,399852,143321
4,399852,143321
3,398274,138545
5,401427,137980
2,395652,137055
1,398010,136809
2,394189,138099
4,397932,140605
1,398469,134448
2,392302,138973
5,401719,141362
5,398825,138974
1,400233,136927
3,397116,138388
6,403341,132223
1,401138,134783
6,404286,133055
4,397553,143323
1,400436,135043
3,396748,138388
3,396513,138552
5,399555,138003
2,396310,138470
6,405868,135884
6,403908,135484
6,401207,133446
1,399996,136609
5,400754,141106
1,398423,134091
6,405455,137517
1,399210.55,134299.54
4,399826,144154
1,398098,136668
5,399887,139269
3,397867,140010
2,396107,138182
1,399351,137184
3,396747,138305
1,398185,136884
6,405786,134897
1,397328,137053
7,403121,131703
5,401208,137865
6,404441,135894
6,407549,136017
6,405820,135864
3,397920,137620
3,397228,138099
7,401015,132357
7,400814,129809
2,394550,137528
3,397431,138854
5,401872,141994
1,401337,134825
1,397497,136959
5,400840,139142
3,397832,138854
6,405391,135837
4,396419,140348
6,405649,136061
1,400233,136400
4,397267,144668
4,397665,142911
1,400474,134315
6,405127,136631
3,398327,140388
2,393039,142375
3,397088,139298
4,400290,142595
6,402073,133900
3,398101,138793
3,398036,139678
2,395105,139936
3,397129,139520
4,397694,142781
6,405400,134708
6,407656,136279
6,404167,135943
4,397904,140846
7,401830,130676
1,399886,134962
5,401729,137250
6,402167,133956
1,398595,136801
6,404182,135422
7,402363,130873
3,397700,137532
6,404004,135088
5,402238,141485
7,401745,133453
7,399228,128424
1,401257,134913
2,396031,137917
2,396291,137710
1,398186,137185
6,406189,137202
5,402634,139215
2,396167,136956
5,402466,139176
3,396326,139306
3,397567,139469
5,402466,139176
2,397002,137829
4,397694,143150
4,397854,140871
1,401543,135958
3,396537,138223
4,398988,144358
4,397652,142385
1,398576,134292
6,405823,134392
7,402071,131148
3,397700,138304
4,398758,145213
7,403074,131528
7,399950,130181
7,401978,130800
4,398287,142869
5,402063,137184
1,402316.69,135529.56
2,393038,142481
2,397171,137408
3,397873,138932
3,396747,138305
2,394622,137482
3,397815,139148
6,402985,133798
7,400691,130446
4,398758,145213
1,398423,134091
2,392607,143559
7,401407,131005
1,399996,137052
6,405998,136419
7,401606,132657
4,397532.55,141908.05
2,393872,142614
7,401606,132657
7,399453,130191
2,393721,141097
5,402963,139507
7,401535,131621
4,397426,142968
7,399271,129037
7,401606,132657
1,399760,134918
7,400216,129491
2,395459,137490
4,400433,143061
1,397834,136610
7,401500,133168
6,405740,134628
3,398006,137232
2,393499,138307
5,399995,139118
3,395918,139003
4,396715,146841
4,397978,144246
1,400332,136990
1,400474,134315
1,397833,136884
3,396045,139054
2,396168,137321
6,404662,136006
3,397609,139207
1,400212,136326
6,406775,136516
7,400998,130720
7,399848,128205
2,393265,141962
7,399488,129856
6,404146,132873
5,400212,137949
6,403908,135661
3,396836,140005
2,396168,137889
3,397430,138552
2,396386,138429
2,397171,137408
7,401745,133378
2,395952,136538
4,397884,141009
2,396384,137427
7,400459,130837
3,397700,138916
3,397241,140302
1,398857,137320
2,396306,137054
3,396455,139555
1,398469,134448
1,401135,135000
5,400541,139301
2,393681,140287
6,403779,136044
5,400121,137998
3,398256,138689
6,405790,137232
2,394459,141888
5,400387,137463
1,398098,136808
5,398814,137975
5,401568,136987
6,403516,133455
5,399627,138712
2,397216.27,137538.44
1,399952,134206
3,397655,139302
6,405386,136981
5,399690,138139
4,398047,144936
4,400742,141604
1,400232,135255
3,397746,137450
6,402796,133994
6,403519,135791
1,399823,137425
1,399076,133996
2,394691,137573
7,402258,132857
3,398101,138793
2,396217,138008
1,401745,135773
4,398708,143984
1,398099,136943
1,399213,133731
5,401606,136325
4,397728,141848
1,398098,136808
7,403074,131528
3,397920,137620
1,397829,137265
3,396835,139836
4,397612,144311
5,401783,137594
3,397832,137532
6,406272,136442
7,400713,129586
7,399975.57,132781.5301
4,398758,145213
7,400009,128664
3,397904,139683
2,393574,140542
4,398054,144410
7,400957,132755
4,398019,143373
4,397945,140954
7,402074,133237
4,399963,144021
1,399043,134090
6,401745,133453
7,399965,130859
1,400735,136989
7,400335,131003
5,400134,139685
4,398736,143252
3,396213,138730
6,406683,137294
4,397000,140445
6,403344,135044
4,396585,140700
2,395597,137710
6,405144,138239
4,397422,140620
1,400436,135043
3,397833,137916
4,396343,141673
2,395861,137857
5,401996,136793
7,399037,128205
4,397162,141051
4,397037,143028
5,400212,137949
3,397700,138792
6,406954,136591
5,399214.79,137753.75
2,392607,143559
1,398477,137319
5,401191,137566
2,394301,138539
6,405658,137644
2,393348,142539
4,395997,140452
1,399078,136928
1,399078,136928
3,398131,138694
6,404148,136897
5,400494,139745
4,397596,143198
3,397917,137450
6,407316,136591
5,403023.68,138808.25
5,401822,137058
5,402151,137291
4,398336,140760
6,407489,136207
7,400297,129240
5,403290,140595
5,401167,137790
7,401555,133155
2,394137,144651
5,400995,138511
7,399848,128205
3,397430,137621
3,397917,137450
3,396920,138793
7,401269,129538
1,399996,136784
5,401529,140070
2,395744,137975
4,397683,144375
1,398597,137252
7,401990,133295
7,400504,129677
4,397612,144311
5,402333,138743
5,399995,139118
6,403803,136496
7,402094,132953
1,398358,136942
3,397162,140182
5,402158,138824
4,400604,143160
6,405964,134419
1,401014,134725
5,402725,140538
1,399886,136928
5,400041,139086
1,401090,135279
6,405791,137581
1,398556,134091
3,397005,138854
2,396307,137533
2,393194,142322
7,400997,130281
7,399831,128349
6,405582,134419
1,397868.29,135116.46
2,391788,140506
1,398413,137185
3,397700,138792
1,401542,135070
1,400930,136855
7,399521,128329
5,399508,138139
6,405275,136678
4,396319,141437
5,399690,138139
3,397431,139108
3,398099,138206
4,398518,144667
2,393202,141975
3,397476,140522
5,400086,139537
5,400687,137300
3,397609,137709
3,396834,138674
4,397424,141730
2,392813,142326
2,396386,138100
2,396917,137871
2,397115,137977
3,397855,140120
1,399886,135436
5,401340,138664
3,396178,138837
7,400130,128889
1,400489,137052
3,396275,138884
3,398477,137531
3,396178,138837
6,403011,132273
1,397700,136885
2,396070,137755
1,400846,135927
3,397162,140182
5,401006,141098
1,400383,134605
1,401497,134770
4,397594,141199
5,400436,139847
7,401502,132819
6,405047,138070
3,395784,139119
5,401668,136243
1,397700,136999
2,392740,143573
3,395965,138725
2,391145,139755
4,397071,140817
5,401040,137728
2,392740,143573
4,397506,146008
5,403053,140739
2,394463,137934
7,399848,128205
6,405745,137503
1,401013,135741
2,396306,137054
6,404085,137618
1,400930,134605
4,398758,145213
4,397426,143205
6,401745,133587
3,397991,140078
1,398065,134426
3,396929,140085
1,397834,136610
7,400660,129046
1,397700,136611
1,399075,134190
4,397293,141080
1,398469,134448
5,400754,141106
4,396315,141550
1,398315,137001
3,398099,138058
4,396337,141782
6,404459,136336
3,397330,139246
5,402466,139176
3,397174,140033
3,396837,140214
3,397116,138223
3,397330,138792
3,397162,140182
4,397104,145580
4,400649,142380
1,397228,137253
1,398477,137319
2,392196,139742
1,400638,134906
7,402363,130873
1,398413,137185
3,397881,139901
1,398597,137252
2,396831.57,137702.42
2,391553,140261
2,395679,138141
2,394449,137479
3,396747,138141
4,397728,141848
1,398373,134292
2,392583,140568
2,396744.98,137186.27
4,398519,144817
,397700.46,136611.23
3,397921,138592
3,397229,138854
6,404402,132787
1,397833,136884
1,399272,136594
5,400861,139476
2,393473,144062
7,400691,130446
2,394737,137483
3,397083,140096
3,397330,138469
5,399352,137782
3,398010,137782
3,397921,138592
4,398192,141568
2,392583,140568
7,400588,129470
5,402151,137291
2,395317,139759
1,401480,136018
4,397161,140414
2,394274,137434
6,402904,132006
7,400478,132509
3,398154,139534
5,400203,140168
4,397830,145320
3,397374,140361
3,397424,140255
5,402152,140253
5,401626,138513
5,402015,141663
1,401418,135070
5,402530,136674
2,395458,137273
1,398098,136808
2,395860,137710
1,400948,135929
3,397655,138713
4,399884,141428
6,405702,137581
2,395858,136720
7,399591,130218
3,395863,139091
3,397863,138792
6,403859,135396
1,399421,134508
6,404459,136336
1,401135,136927
4,398127,141506
7,401601,130970
7,400573,132129
3,398184,138665
4,399890,143127
5,400594,139371
6,402248,133774
7,402527,132058
3,397655,139122
4,398090,142501
2,396744,137054
6,405611,137581
1,398315,137001
2,394188,138209
7,399831,128349
3,397715,139661
5,402239,137071
6,405927,137780
1,399213,137251
4,397825,144310
4,396454,146562
7,401542,133215
5,401508,137047
1,400930,134605
5,400798,140980
5,404102.67,139117.85
3,398099,138206
4,396635,141849
2,395232.98,136881.69
6,405682,133941
2,397154,137053
3,397162,140182
3,397329,138634
2,394200,142179
7,399228,128424
6,405354,136927
1,398186,137185
1,400846,134967
3,397655,139122
1,398099,136943
3,397162,140182
4,397643,144753
2,395459,137490
2,394487,143545
2,395436,136738
1,400232,135255
7,400211,132550
3,398232,138469
5,403053,140739
1,400541,136105
1,400846,134715
6,406466,134968
1,398597,137252
7,401470,132974
1,399760,135503
4,400023,142398
3,397655,139122
7,399513,128530
7,400350,128897
1,397227,136665
3,397961,139579
5,400643,138931
4,397648,141376
5,400594,139371
4,398651,143221
1,401418,135070
2,395251,137269
3,397233,139278
1,398989,136542
6,403737,133719
2,394410,137962
4,396168,140650
1,398943,137118
3,397965,137857
2,393009,143912
2,392824,142574
1,399213,137251
2,396481.17,137186.37
7,402901,131166
2,394088,138708
1,397328,137053
1,400088,134826
1,399622,134352
6,404370,136293
1,397746,137244
4,397264,142909
4,397264,144169
2,392236,143120
1,401257,135070
3,397637,140546
2,396523,137976
7,402901,131166
3,397746,137450
7,402374,132186
3,397324,139395
2,397228,137798
2,392236,143120
1,399823,136400
6,402965,132500
4,399071,143865
6,405214,134882
3,396773,138715
2,394694,141367
6,404085,137618
7,400867,132951
4,396841,141376
1,399822,135958
1,397429,136542
1,398887,137533
7,403074,131528
6,405084,135772
5,402835,139007
5,401726,140121
3,398101,138793
6,406394,137504
2,392925,142759
5,402141,136522
1,398099,136943
1,397700,136885
5,401193,139648
2,393070,142276
1,399950,137616
3,397233,139278
3,397423,140440
6,404296,136917
2,397001,137426
4,397187,143383
6,402837,133810
1,398508,136963
3,397966,138877
1,398639,136475
6,404085.27,137618.04
2,397002,137748
4,397032,142909
3,398010,138058
6,404600,136168
3,397216.27,137538.44
3,398006,139949
4,397373,140743
7,399062,128985
1,399144,134605
1,398186,136327
5,399760,139269
5,402454,137529
2,392976,142632
5,402282,137359
1,397497,136718
1,398053,136327
4,396976,144756
4,397901,144742
1,400406,136002
5,401872,141994
2,395764,136921
7,401873,130774
6,405684,135633
5,401783,137594
1,401347,136871
3,398019,139835
1,399533,134508
3,397465,139035
1,400233,136927
1,401257,136876
1,398747,134091
7,401745,133271
4,400987,142996
3,398099,138058
1,401110,136326
2,392314,140448
1,398822,133854
4,398275,144342
5,401543,136245
1,401232,137002
2,395955,138037
7,401004,131818
3,398745,138752
1,399489,137252
1,401605.88,136018.27
6,402423,134032
3,396920,138793
1,398597,137252
3,396919,138634
4,397685,141080
4,399215,144429
2,393462,142718
1,400332,137251
5,403561,140013
1,398921,134092
1,399592,134459
5,401740,137077
5,401859,136325
3,397532,139201
1,397700,136611
7,401820,132855
5,401410,137034
7,400636,132455
1,399949,135100
4,398891,142487
6,405967,135594
3,398093,139178
7,401535,131621
3,397236,139162
3,397921,138592
6,404459,136336
7,401408,133189
5,398945,138752
4,397904,140846
6,402326,133701
2,397179,137320
3,398358,138181
4,398805,144989
2,392713,143294
3,398273,138058
4,397766,141080
5,403153,139839
1,400435,134715
6,404221,135910
1,398945,136400
3,398010,138697
2,396217.89,138008.23
6,405570,134728
6,406294,137293
5,399950,138974
4,397161,140549
2,396917,137871
5,401996,136793
1,400435,134906
6,404370,136293
4,396433,147223
6,406246,134851
7,401930,130945
6,404167,135943
3,396748,138388
2,394788,138159
3,397330,139246
4,397904,140846
6,406635,135586
3,398101,138793
3,397228,138428
1,401090,135279
3,397423,139469
6,401585,133378
